[Simulation 1] generations = 11 | descendants = 57 | [1, 2, 5, 6, 8, 3, 9, 7, 7, 5, 3, 2, 0]
[Simulation 6239] generations = 23 | descendants = 105 | [1, 2, 3, 5, 6, 2, 2, 3, 3, 3, 6, 7, 8, 6, 5, 4, 7, 5, 4, 9, 5, 6, 1, 3, 0]
[Simulation 6240] generations = 8 | descendants = 22 | [1, 1, 1, 4, 7, 3, 4, 1, 1, 0]
[Simulation 6241] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6242] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6243] generations = 6 | descendants = 17 | [1, 4, 5, 2, 2, 3, 1, 0]
[Simulation 6244] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6245] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 6246] generations = 21 | descendants = 162 | [1, 3, 6, 9, 9, 9, 10, 8, 11, 6, 12, 14, 8, 8, 6, 8, 7, 7, 8, 7, 5, 1, 0]
[Simulation 6247] generations = 6 | descendants = 20 | [1, 1, 4, 8, 2, 3, 2, 0]
[Simulation 6248] generations = 12 | descendants = 59 | [1, 4, 3, 6, 9, 11, 13, 3, 2, 1, 3, 2, 2, 0]
[Simulation 6249] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6250] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6251] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6252] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6253] generations = 3 | descendants = 5 | [1, 1, 2, 2, 0]
[Simulation 6254] generations = 3 | descendants = 6 | [1, 2, 3, 1, 0]
[Simulation 6255] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6256] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6257] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6258] generations = 24 | descendants = 104 | [1, 4, 3, 5, 3, 4, 3, 3, 6, 4, 8, 2, 1, 2, 4, 4, 8, 8, 4, 7, 8, 7, 4, 1, 1, 0]
[Simulation 6259] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6260] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6261] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6262] generations = 2 | descendants = 6 | [1, 4, 2, 0]
[Simulation 6263] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6264] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6265] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6266] generations = 31 | descendants = 324 | [1, 1, 1, 2, 4, 8, 7, 7, 7, 11, 13, 8, 15, 20, 25, 21, 19, 30, 24, 17, 13, 11, 7, 8, 8, 11, 10, 3, 3, 6, 2, 2, 0]
[Simulation 6267] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6268] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6269] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6270] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6271] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6272] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 6273] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6274] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6275] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6276] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 6277] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 6278] generations = 2 | descendants = 7 | [1, 4, 3, 0]
[Simulation 6279] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6280] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6281] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6282] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6283] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6284] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6285] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 6286] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6287] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6288] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6289] generations = 2 | descendants = 7 | [1, 4, 3, 0]
[Simulation 6290] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6291] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 6292] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 6293] generations = 11 | descendants = 27 | [1, 1, 2, 2, 1, 4, 1, 3, 4, 5, 2, 2, 0]
[Simulation 6294] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6295] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6296] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6297] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6298] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6299] generations = 3 | descendants = 6 | [1, 4, 1, 1, 0]
[Simulation 6300] generations = 3 | descendants = 7 | [1, 3, 2, 2, 0]
[Simulation 6301] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6302] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 6303] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6304] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6305] generations = 11 | descendants = 53 | [1, 1, 1, 3, 5, 5, 7, 7, 10, 9, 4, 1, 0]
[Simulation 6306] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6307] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6308] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6309] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6310] generations = 6 | descendants = 17 | [1, 1, 1, 3, 4, 7, 1, 0]
[Simulation 6311] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6312] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6313] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6314] generations = 2 | descendants = 4 | [1, 2, 2, 0]
[Simulation 6315] generations = 5 | descendants = 12 | [1, 1, 4, 5, 1, 1, 0]
[Simulation 6316] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6317] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6318] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6319] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6320] generations = 2 | descendants = 6 | [1, 3, 3, 0]
[Simulation 6321] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6322] generations = 10 | descendants = 57 | [1, 1, 3, 6, 9, 11, 11, 8, 4, 3, 1, 0]
[Simulation 6323] generations = 29 | descendants = 154 | [1, 1, 3, 7, 6, 10, 8, 7, 5, 4, 7, 6, 5, 4, 3, 6, 6, 9, 4, 8, 6, 3, 6, 9, 8, 4, 3, 4, 1, 1, 0]
[Simulation 6324] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6325] generations = 3 | descendants = 4 | [1, 1, 1, 2, 0]
[Simulation 6326] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6327] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6328] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6329] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6330] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6331] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6332] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6333] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6334] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6335] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 6336] generations = 5 | descendants = 7 | [1, 1, 3, 1, 1, 1, 0]
[Simulation 6337] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6338] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6339] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6340] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6341] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6342] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6343] generations = 9 | descendants = 47 | [1, 2, 3, 9, 11, 7, 7, 6, 1, 1, 0]
[Simulation 6344] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 6345] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6346] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6347] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6348] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6349] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6350] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6351] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 6352] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6353] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6354] generations = 7 | descendants = 18 | [1, 1, 1, 3, 5, 4, 3, 1, 0]
[Simulation 6355] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6356] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6357] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6358] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6359] generations = 14 | descendants = 111 | [1, 4, 7, 8, 14, 11, 14, 10, 10, 5, 7, 7, 8, 5, 1, 0]
[Simulation 6360] generations = 19 | descendants = 101 | [1, 1, 4, 6, 8, 7, 8, 1, 4, 9, 11, 4, 2, 4, 7, 10, 6, 6, 2, 1, 0]
[Simulation 6361] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6362] generations = 3 | descendants = 5 | [1, 2, 2, 1, 0]
[Simulation 6363] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6364] generations = 8 | descendants = 43 | [1, 4, 6, 5, 4, 7, 7, 8, 2, 0]
[Simulation 6365] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6366] generations = 7 | descendants = 16 | [1, 1, 2, 2, 2, 5, 3, 1, 0]
[Simulation 6367] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6368] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6369] generations = 3 | descendants = 4 | [1, 2, 1, 1, 0]
[Simulation 6370] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6371] generations = 8 | descendants = 27 | [1, 2, 2, 1, 3, 6, 8, 4, 1, 0]
[Simulation 6372] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6373] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6374] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6375] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6376] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6377] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6378] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6379] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6380] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6381] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6382] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6383] generations = 2 | descendants = 6 | [1, 4, 2, 0]
[Simulation 6384] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6385] generations = 5 | descendants = 8 | [1, 4, 1, 1, 1, 1, 0]
[Simulation 6386] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6387] generations = 59 | descendants = 623 | [1, 2, 3, 7, 5, 8, 10, 14, 27, 35, 41, 34, 27, 33, 29, 25, 20, 14, 11, 5, 3, 5, 7, 8, 7, 2, 4, 3, 5, 2, 5, 11, 8, 3, 8, 6, 4, 4, 5, 8, 12, 8, 10, 8, 11, 9, 6, 7, 6, 11, 9, 17, 10, 15, 7, 6, 5, 5, 2, 1, 0]
[Simulation 6388] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6389] generations = 38 | descendants = 421 | [1, 2, 5, 8, 3, 4, 3, 3, 3, 4, 5, 9, 10, 7, 12, 21, 13, 10, 12, 11, 14, 9, 15, 22, 29, 27, 29, 27, 23, 21, 16, 13, 9, 10, 5, 4, 1, 1, 1, 0]
[Simulation 6390] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6391] generations = 4 | descendants = 10 | [1, 4, 3, 2, 1, 0]
[Simulation 6392] generations = 18 | descendants = 137 | [1, 3, 6, 9, 11, 10, 8, 14, 12, 14, 9, 5, 6, 3, 8, 9, 4, 4, 2, 0]
[Simulation 6393] generations = 23 | descendants = 124 | [1, 1, 3, 4, 4, 6, 11, 9, 3, 5, 10, 10, 5, 4, 4, 7, 11, 9, 5, 2, 3, 4, 3, 1, 0]
[Simulation 6394] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6395] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6396] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6397] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6398] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6399] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6400] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6401] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6402] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6403] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6404] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6405] generations = 5 | descendants = 8 | [1, 1, 2, 1, 2, 2, 0]
[Simulation 6406] generations = 3 | descendants = 6 | [1, 1, 4, 1, 0]
[Simulation 6407] generations = 2 | descendants = 4 | [1, 3, 1, 0]
[Simulation 6408] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6409] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6410] generations = 5 | descendants = 16 | [1, 2, 2, 3, 6, 3, 0]
[Simulation 6411] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6412] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6413] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6414] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6415] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6416] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6417] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6418] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6419] generations = 3 | descendants = 5 | [1, 1, 1, 3, 0]
[Simulation 6420] generations = 10 | descendants = 36 | [1, 2, 4, 5, 7, 7, 1, 4, 4, 1, 1, 0]
[Simulation 6421] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6422] generations = 2 | descendants = 4 | [1, 3, 1, 0]
[Simulation 6423] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6424] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6425] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6426] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6427] generations = 8 | descendants = 29 | [1, 3, 7, 5, 4, 3, 1, 4, 2, 0]
[Simulation 6428] generations = 2 | descendants = 5 | [1, 3, 2, 0]
[Simulation 6429] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6430] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6431] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6432] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6433] generations = 12 | descendants = 34 | [1, 4, 2, 1, 2, 4, 3, 2, 6, 6, 2, 1, 1, 0]
[Simulation 6434] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6435] generations = 11 | descendants = 48 | [1, 3, 6, 6, 4, 8, 6, 5, 3, 2, 4, 1, 0]
[Simulation 6436] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6437] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6438] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6439] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6440] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6441] generations = 3 | descendants = 9 | [1, 1, 4, 4, 0]
[Simulation 6442] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 6443] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6444] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6445] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6446] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6447] generations = 4 | descendants = 7 | [1, 1, 2, 2, 2, 0]
[Simulation 6448] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6449] generations = 8 | descendants = 15 | [1, 1, 3, 2, 1, 1, 2, 4, 1, 0]
[Simulation 6450] generations = 5 | descendants = 10 | [1, 1, 1, 4, 3, 1, 0]
[Simulation 6451] generations = 3 | descendants = 10 | [1, 2, 6, 2, 0]
[Simulation 6452] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6453] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6454] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6455] generations = 2 | descendants = 3 | [1, 2, 1, 0]
[Simulation 6456] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6457] generations = 4 | descendants = 8 | [1, 1, 2, 4, 1, 0]
[Simulation 6458] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6459] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6460] generations = 5 | descendants = 8 | [1, 1, 2, 1, 3, 1, 0]
[Simulation 6461] generations = 3 | descendants = 3 | [1, 1, 1, 1, 0]
[Simulation 6462] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6463] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6464] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6465] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6466] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6467] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6468] generations = 2 | descendants = 2 | [1, 1, 1, 0]
[Simulation 6469] generations = 5 | descendants = 11 | [1, 3, 4, 2, 1, 1, 0]
[Simulation 6470] generations = 5 | descendants = 14 | [1, 2, 1, 3, 4, 4, 0]
[Simulation 6471] generations = 3 | descendants = 6 | [1, 2, 3, 1, 0]
[Simulation 6472] generations = 18 | descendants = 91 | [1, 3, 3, 4, 5, 4, 4, 4, 3, 7, 8, 6, 8, 10, 8, 7, 4, 2, 1, 0]
[Simulation 6473] generations = 3 | descendants = 4 | [1, 2, 1, 1, 0]
[Simulation 6474] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6475] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6476] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6477] generations = 4 | descendants = 6 | [1, 3, 1, 1, 1, 0]
[Simulation 6478] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6479] generations = 4 | descendants = 21 | [1, 3, 6, 9, 3, 0]
[Simulation 6480] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6481] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6482] generations = 11 | descendants = 20 | [1, 1, 2, 3, 2, 1, 1, 3, 3, 1, 2, 1, 0]
[Simulation 6483] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6484] generations = 12 | descendants = 80 | [1, 4, 6, 2, 7, 8, 6, 13, 11, 6, 7, 6, 4, 0]
[Simulation 6485] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6486] generations = 8 | descendants = 27 | [1, 2, 4, 6, 5, 4, 2, 2, 2, 0]
[Simulation 6487] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6488] generations = 2 | descendants = 5 | [1, 3, 2, 0]
[Simulation 6489] generations = 16 | descendants = 122 | [1, 4, 6, 9, 12, 9, 10, 18, 8, 12, 8, 10, 6, 3, 3, 2, 2, 0]
[Simulation 6490] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6491] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 6492] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6493] generations = 5 | descendants = 11 | [1, 1, 4, 2, 3, 1, 0]
[Simulation 6494] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6495] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6496] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6497] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6498] generations = 4 | descendants = 15 | [1, 4, 6, 4, 1, 0]
[Simulation 6499] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6500] generations = 1 | descendants = 2 | [1, 2, 0]
[Simulation 6501] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6502] generations = 7 | descendants = 19 | [1, 2, 5, 4, 4, 1, 2, 1, 0]
[Simulation 6503] generations = 1 | descendants = 3 | [1, 3, 0]
[Simulation 6504] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6505] generations = 14 | descendants = 56 | [1, 2, 7, 7, 1, 2, 4, 2, 3, 6, 7, 8, 5, 1, 1, 0]
[Simulation 6506] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6507] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6508] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6509] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6510] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6511] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6512] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6513] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6514] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6515] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6516] generations = 5 | descendants = 12 | [1, 2, 3, 2, 4, 1, 0]
[Simulation 6517] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6518] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6519] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6520] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6521] generations = 1 | descendants = 1 | [1, 1, 0]
[Simulation 6522] generations = 7 | descendants = 29 | [1, 2, 2, 4, 6, 8, 5, 2, 0]
[Simulation 6523] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6524] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6525] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6526] generations = 6 | descendants = 6 | [1, 1, 1, 1, 1, 1, 1, 0]
[Simulation 6527] generations = 7 | descendants = 16 | [1, 4, 1, 2, 2, 3, 2, 2, 0]
[Simulation 6528] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6529] generations = 0 | descendants = 0 | [1, 0]
[Simulation 6530] generations = 1 | descendants = 3 | [1, 3, 0]
